Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.04569141301139765, 0.008013054030152116)   (rho_normalized calls: 147) 


Obj funtion: (0.04569141301043153, 0.008013054029182586)   (rho_normalized calls: 147) 


Obj funtion: (0.045691413034795944, 0.008013054029188782)   (rho_normalized calls: 147) 


Obj funtion: (0.045691413029807365, 0.008013054031423203)   (rho_normalized calls: 147) 


Obj funtion: (0.045691413008321094, 0.008013054027709944)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387119045404, 0.008381315615859641)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738710143588, 0.00838131563164582)   (rho_normalized calls: 147) 


Obj funtion: (0.044697386984915044, 0.008381315461531036)   (rho_normalized calls: 147) 


Obj funtion: (0.044697386830210836, 0.00838131552284084)   (rho_normalized calls: 147) 


Obj funtion: (0.0446973868062117, 0.008381315478275808)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387458976605, 0.008381315285414949)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387713963206, 0.00838131601671395)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387118944915, 0.008381315615949708)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738712273155, 0.008381315622249419)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738712326546, 0.008381315618799595)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738713097219, 0.008381315623492501)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738716680032, 0.008381315617470193)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387123319186, 0.008381315618677547)   (rho_normalized calls: 147) 


Obj funtion: (0.0446973871196011, 0.008381315615361484)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738710184188, 0.008381315586731677)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387108355316, 0.0083813156087158)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738728419338, 0.008381315593737546)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738702617236, 0.008381315632311537)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738710601123, 0.008381315589714076)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711900738, 0.008381315615893697)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711919835, 0.008381315616130175)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387119541465, 0.00838131561651985)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387118509374, 0.00838131561668181)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711487682, 0.00838131561577423)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711916093, 0.008381315615959783)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711927006, 0.008381315615658247)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711849053, 0.00838131561494429)   (rho_normalized calls: 147) 


Obj funtion: (0.044697387117484055, 0.008381315613592608)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738714095496, 0.008381315614420397)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738713705426, 0.008381315616106257)   (rho_normalized calls: 147) 


Obj funtion: (0.04469738711557099, 0.008381315611441169)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716535207, 0.009687348471528308)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167051679084, 0.009687348540407599)   (rho_normalized calls: 147) 


Obj funtion: (0.041988166810745006, 0.009687348265241737)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816675542811, 0.009687348308820877)   (rho_normalized calls: 147) 


Obj funtion: (0.0419881669885854, 0.009687348154317675)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816685533846, 0.009687348031155056)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816781951566, 0.009687348921647507)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716363396, 0.009687348472569392)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716720841, 0.0096873484813162)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816717217573, 0.009687348482664816)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167179006275, 0.00968734848203659)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816720599741, 0.009687348473323261)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167170134025, 0.009687348474829403)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816717635731, 0.009687348464859781)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816715865383, 0.009687348431450589)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167147317915, 0.00968734844084427)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816728587263, 0.009687348434168672)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816707670647, 0.009687348496215775)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816715862968, 0.00968734845063237)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167165234055, 0.009687348471599834)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716561456, 0.009687348472471997)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167165962494, 0.009687348472027853)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167164878895, 0.009687348472400291)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716183836, 0.009687348471470514)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716542836, 0.009687348471578289)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716611524, 0.0096873484710659)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167164208126, 0.009687348467549851)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716349343, 0.009687348469460628)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167183746185, 0.009687348469739246)   (rho_normalized calls: 147) 


Obj funtion: (0.041988167182613, 0.009687348473070581)   (rho_normalized calls: 147) 


Obj funtion: (0.04198816716156156, 0.00968734846672599)   (rho_normalized calls: 147) 


Obj funtion: (0.03831428251914803, 0.008556071648731952)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282349740804, 0.008556071625835684)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428201580638, 0.008556071274125967)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428211531442, 0.008556071507780452)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428248680605, 0.00855607134868883)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428164514545, 0.008556071093079404)   (rho_normalized calls: 189) 


Obj funtion: (0.0383142832416302, 0.008556071997084632)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251659459, 0.008556071648851745)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428252012814, 0.008556071654449115)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428252621103, 0.008556071658962366)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428253162178, 0.008556071656640855)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282551116144, 0.00855607164991471)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428252465575, 0.008556071649052263)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428253599615, 0.008556071648025142)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282517845, 0.008556071626651087)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428250008057, 0.008556071620324759)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282600232646, 0.008556071615732762)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428244451806, 0.008556071684682962)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251932964, 0.008556071654623286)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251898984, 0.008556071648652654)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282519471804, 0.008556071649673157)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251970651, 0.008556071649225973)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251883031, 0.00855607164958139)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251642133, 0.008556071648581114)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251916091, 0.008556071648548946)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282520210304, 0.008556071649260432)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251766437, 0.008556071645289248)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428251745687, 0.008556071646704324)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282533348294, 0.008556071646761528)   (rho_normalized calls: 189) 


Obj funtion: (0.03831428253469781, 0.008556071650502655)   (rho_normalized calls: 189) 


Obj funtion: (0.038314282514926044, 0.008556071645949457)   (rho_normalized calls: 189) 


Obj funtion: (0.03191601376902832, 0.007620859290189993)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013754743164, 0.007620859300291517)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013612674037, 0.0076208588640750375)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601353894263, 0.007620859332914546)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601387826946, 0.007620859124279715)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601249378603, 0.00762085887820218)   (rho_normalized calls: 231) 


Obj funtion: (0.031916014582107355, 0.007620859464294548)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376913973, 0.007620859290111216)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601377263611, 0.007620859298970067)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601377064862, 0.007620859298796172)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013775235494, 0.007620859297098343)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601378860444, 0.007620859288012479)   (rho_normalized calls: 231) 


Obj funtion: (0.0319160137756591, 0.00762085928842677)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376829686, 0.007620859290707239)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601375240737, 0.007620859251716137)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376471738, 0.007620859264627205)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601381858825, 0.007620859248322334)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013731180075, 0.0076208592927635155)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013779008226, 0.007620859292910158)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013769004416, 0.0076208592902069034)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376914497, 0.007620859290537778)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013769246, 0.00762085929070599)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013768963705, 0.007620859290694648)   (rho_normalized calls: 231) 


Obj funtion: (0.031916013767360765, 0.007620859290115854)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376894899, 0.007620859290471935)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376916251, 0.007620859290095104)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376860356, 0.007620859288978095)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376829102, 0.00762085928847039)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601377756956, 0.007620859287657424)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601378083367, 0.007620859276225301)   (rho_normalized calls: 231) 


Obj funtion: (0.03191601376434525, 0.007620859287923181)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880066088237, 0.0077510424397101915)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880095249909, 0.007751042686682565)   (rho_normalized calls: 231) 


Obj funtion: (0.028228801150536557, 0.00775104269593032)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880092046273, 0.007751043151404062)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880086731912, 0.007751042861963064)   (rho_normalized calls: 231) 


Obj funtion: (0.028228799564346062, 0.007751042017949382)   (rho_normalized calls: 231) 


Obj funtion: (0.028228801495788505, 0.00775104261413156)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800668038383, 0.007751042446102391)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800672266092, 0.007751042447442007)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880065345461, 0.0077510424362758415)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800658627855, 0.0077510424345682795)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800670361702, 0.007751042437146171)   (rho_normalized calls: 231) 


Obj funtion: (0.0282288006676372, 0.0077510424379831685)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880062506485, 0.007751042404313603)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880060969162, 0.00775104240504345)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880068403424, 0.0077510424498484914)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800713805836, 0.00775104244999565)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800663177633, 0.007751042442038596)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800673032926, 0.007751042443002051)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800661223467, 0.0077510424400860575)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800660549305, 0.007751042440087626)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800660465927, 0.007751042439030888)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800660989813, 0.0077510424404213015)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800659970184, 0.007751042439978898)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880066078261, 0.007751042440000938)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880065919876, 0.007751042437366414)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800662408734, 0.007751042437806076)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800662063656, 0.007751042441625229)   (rho_normalized calls: 231) 


Obj funtion: (0.02822880066516217, 0.007751042435470966)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800668226674, 0.007751042424905504)   (rho_normalized calls: 231) 


Obj funtion: (0.028228800656127755, 0.0077510424373938396)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971319226588, 0.0070795627982684515)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713386775137, 0.007079562866052778)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713408634065, 0.007079562690541173)   (rho_normalized calls: 231) 


Obj funtion: (0.0243697136230539, 0.007079563526566887)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971319171839, 0.007079563246111051)   (rho_normalized calls: 231) 


Obj funtion: (0.024369712645483474, 0.007079562373555087)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713968945637, 0.007079562974134587)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971319700376, 0.00707956280079348)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971320170587, 0.007079562805191025)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713184177834, 0.007079562791065685)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713187070423, 0.0070795627933784005)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713199905933, 0.007079562795546884)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713198101075, 0.007079562796926512)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713167420905, 0.007079562782109967)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971314939121, 0.007079562776545696)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971321796501, 0.00707956282290165)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971326441456, 0.0070795628086205015)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713205128526, 0.0070795628013938525)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971319794238, 0.007079562800711316)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713192481796, 0.007079562798321277)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713192103265, 0.007079562799097032)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713191697194, 0.007079562797901426)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713192274933, 0.007079562798962026)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713191483365, 0.0070795627985217515)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713192235267, 0.007079562798479015)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713191138696, 0.007079562797598696)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713193081385, 0.007079562794729643)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713193919614, 0.007079562798814362)   (rho_normalized calls: 231) 


Obj funtion: (0.02436971319712953, 0.007079562793945889)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713197944457, 0.007079562786834749)   (rho_normalized calls: 231) 


Obj funtion: (0.024369713187852006, 0.0070795627959271265)   (rho_normalized calls: 231) 


Obj funtion: (0.016750574425121276, 0.0069646139238788984)   (rho_normalized calls: 189) 


Obj funtion: (0.016750574339063334, 0.0069646139593211)   (rho_normalized calls: 189) 


Obj funtion: (0.016750574279633175, 0.006964613983796882)   (rho_normalized calls: 189) 


Obj funtion: (0.01675057471554478, 0.006964614720775118)   (rho_normalized calls: 189) 
